DateTime,Location,Pollutant,Concentration,AQI
2017-05-02 19:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,2.17,2
2017-05-02 19:00:00+02:00,Amsterdam-Stadhouderskade,NO,17.3,2
2017-05-02 20:00:00+02:00,Amsterdam-Stadhouderskade,NO2,26.4,3
2017-05-02 20:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.24,2
2017-05-02 20:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,2.78,2
2017-05-02 20:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,4.62,3
2017-05-02 20:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.1,2
2017-05-02 20:00:00+02:00,Amsterdam-Stadhouderskade,PM10,17.8,2
2017-05-02 20:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.24,1
2017-05-02 20:00:00+02:00,Amsterdam-Stadhouderskade,NO,14.5,2
2017-05-02 21:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,2.66,2
2017-05-02 21:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,5.05,4
2017-05-02 21:00:00+02:00,Amsterdam-Stadhouderskade,NO2,23.5,3
2017-05-02 21:00:00+02:00,Amsterdam-Stadhouderskade,PM25,12.2,2
2017-05-02 21:00:00+02:00,Amsterdam-Stadhouderskade,PM10,15.0,2
2017-05-02 21:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.18,2
2017-05-02 21:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.71,1
2017-05-02 21:00:00+02:00,Amsterdam-Stadhouderskade,NO,9.8,1
2017-05-02 22:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.73,1
2017-05-02 22:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.5,1
2017-05-02 22:00:00+02:00,Amsterdam-Stadhouderskade,NO2,25.5,3
2017-05-02 22:00:00+02:00,Amsterdam-Stadhouderskade,PM25,13.8,2
2017-05-02 22:00:00+02:00,Amsterdam-Stadhouderskade,PM10,25.9,3
2017-05-02 22:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.21,2
2017-05-02 22:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.69,1
2017-05-02 22:00:00+02:00,Amsterdam-Stadhouderskade,NO,5.9,1
2017-05-02 23:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.93,1
2017-05-02 23:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.08,2
2017-05-02 23:00:00+02:00,Amsterdam-Stadhouderskade,NO2,27.1,3
2017-05-02 23:00:00+02:00,Amsterdam-Stadhouderskade,PM25,14.1,2
2017-05-02 23:00:00+02:00,Amsterdam-Stadhouderskade,PM10,18.2,2
2017-05-02 23:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.25,2
2017-05-02 23:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.9,1
2017-05-02 23:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.2,1
2017-05-03 00:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.0,1
2017-05-03 00:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.39,1
2017-05-03 00:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.04,1
2017-05-03 00:00:00+02:00,Amsterdam-Stadhouderskade,NO2,20.0,3
2017-05-03 00:00:00+02:00,Amsterdam-Stadhouderskade,PM25,14.4,2
2017-05-03 00:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.3,2
2017-05-03 00:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.13,2
2017-05-03 00:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.71,1
2017-05-03 01:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.48,1
2017-05-03 01:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.31,1
2017-05-03 01:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.4,2
2017-05-03 01:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.66,1
2017-05-03 01:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.76,1
2017-05-03 01:00:00+02:00,Amsterdam-Stadhouderskade,NO,5.4,1
2017-05-03 01:00:00+02:00,Amsterdam-Stadhouderskade,PM10,4.8,1
2017-05-03 01:00:00+02:00,Amsterdam-Stadhouderskade,NO2,15.0,2
2017-05-03 02:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.46,1
2017-05-03 02:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.15,1
2017-05-03 02:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.37,1
2017-05-03 02:00:00+02:00,Amsterdam-Stadhouderskade,NO2,10.3,2
2017-05-03 02:00:00+02:00,Amsterdam-Stadhouderskade,PM25,4.4,1
2017-05-03 02:00:00+02:00,Amsterdam-Stadhouderskade,PM10,1.9,1
2017-05-03 02:00:00+02:00,Amsterdam-Stadhouderskade,NO,1.8,1
2017-05-03 03:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.16,1
2017-05-03 03:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.46,1
2017-05-03 03:00:00+02:00,Amsterdam-Stadhouderskade,NO2,17.9,2
2017-05-03 03:00:00+02:00,Amsterdam-Stadhouderskade,PM25,5.1,1
2017-05-03 03:00:00+02:00,Amsterdam-Stadhouderskade,PM10,1.6,1
2017-05-03 03:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.46,1
2017-05-03 03:00:00+02:00,Amsterdam-Stadhouderskade,NO,4.7,1
2017-05-03 04:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.14,1
2017-05-03 04:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.39,1
2017-05-03 04:00:00+02:00,Amsterdam-Stadhouderskade,NO2,14.0,2
2017-05-03 04:00:00+02:00,Amsterdam-Stadhouderskade,PM25,9.3,1
2017-05-03 04:00:00+02:00,Amsterdam-Stadhouderskade,PM10,6.0,1
2017-05-03 04:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.45,1
2017-05-03 04:00:00+02:00,Amsterdam-Stadhouderskade,NO,5.1,1
2017-05-03 05:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.53,1
2017-05-03 05:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.17,1
2017-05-03 05:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.6,1
2017-05-03 05:00:00+02:00,Amsterdam-Stadhouderskade,NO2,10.3,2
2017-05-03 05:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.4,2
2017-05-03 05:00:00+02:00,Amsterdam-Stadhouderskade,PM10,8.6,1
2017-05-03 05:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.1,1
2017-05-03 06:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.39,1
2017-05-03 06:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.11,1
2017-05-03 06:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.26,1
2017-05-03 06:00:00+02:00,Amsterdam-Stadhouderskade,NO2,9.1,1
2017-05-03 06:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.1,2
2017-05-03 06:00:00+02:00,Amsterdam-Stadhouderskade,PM10,17.7,2
2017-05-03 06:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.1,1
2017-05-03 07:00:00+02:00,Amsterdam-Stadhouderskade,NO2,22.2,3
2017-05-03 07:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.4,1
2017-05-03 07:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.01,1
2017-05-03 07:00:00+02:00,Amsterdam-Stadhouderskade,PM25,12.3,2
2017-05-03 07:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.58,1
2017-05-03 07:00:00+02:00,Amsterdam-Stadhouderskade,NO,10.6,2
2017-05-03 07:00:00+02:00,Amsterdam-Stadhouderskade,PM10,14.3,2
2017-05-03 08:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.25,1
2017-05-03 08:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.87,1
2017-05-03 08:00:00+02:00,Amsterdam-Stadhouderskade,NO2,30.6,4
2017-05-03 08:00:00+02:00,Amsterdam-Stadhouderskade,PM25,12.8,2
2017-05-03 08:00:00+02:00,Amsterdam-Stadhouderskade,PM10,9.5,1
2017-05-03 08:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.57,1
2017-05-03 08:00:00+02:00,Amsterdam-Stadhouderskade,NO,14.3,2
2017-05-03 09:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,2.13,2
2017-05-03 09:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,4.01,3
2017-05-03 09:00:00+02:00,Amsterdam-Stadhouderskade,NO2,39.8,4
2017-05-03 09:00:00+02:00,Amsterdam-Stadhouderskade,PM25,12.3,2
2017-05-03 09:00:00+02:00,Amsterdam-Stadhouderskade,PM10,9.3,1
2017-05-03 09:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.32,1
2017-05-03 09:00:00+02:00,Amsterdam-Stadhouderskade,NO,20.6,2
2017-05-03 10:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.11,1
2017-05-03 10:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.23,2
2017-05-03 10:00:00+02:00,Amsterdam-Stadhouderskade,NO2,39.9,4
2017-05-03 10:00:00+02:00,Amsterdam-Stadhouderskade,PM25,15.4,3
2017-05-03 10:00:00+02:00,Amsterdam-Stadhouderskade,PM10,15.4,2
2017-05-03 10:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.81,1
2017-05-03 10:00:00+02:00,Amsterdam-Stadhouderskade,NO,33.2,3
2017-05-03 11:00:00+02:00,Amsterdam-Stadhouderskade,NO2,31.6,4
2017-05-03 11:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.66,1
2017-05-03 11:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.53,1
2017-05-03 11:00:00+02:00,Amsterdam-Stadhouderskade,PM25,18.0,3
2017-05-03 11:00:00+02:00,Amsterdam-Stadhouderskade,PM10,15.1,2
2017-05-03 11:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.69,1
2017-05-03 11:00:00+02:00,Amsterdam-Stadhouderskade,NO,22.0,2
2017-05-03 12:00:00+02:00,Amsterdam-Stadhouderskade,NO2,27.6,3
2017-05-03 12:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.37,1
2017-05-03 12:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.97,1
2017-05-03 12:00:00+02:00,Amsterdam-Stadhouderskade,PM25,13.5,2
2017-05-03 12:00:00+02:00,Amsterdam-Stadhouderskade,PM10,24.7,3
2017-05-03 12:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.62,1
2017-05-03 12:00:00+02:00,Amsterdam-Stadhouderskade,NO,17.9,2
2017-05-03 13:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.5,1
2017-05-03 13:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.41,1
2017-05-03 13:00:00+02:00,Amsterdam-Stadhouderskade,NO2,28.4,3
2017-05-03 13:00:00+02:00,Amsterdam-Stadhouderskade,PM25,17.8,3
2017-05-03 13:00:00+02:00,Amsterdam-Stadhouderskade,PM10,25.8,3
2017-05-03 13:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.7,1
2017-05-03 13:00:00+02:00,Amsterdam-Stadhouderskade,NO,30.9,3
2017-05-03 14:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.95,1
2017-05-03 14:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.29,2
2017-05-03 14:00:00+02:00,Amsterdam-Stadhouderskade,NO2,30.4,4
2017-05-03 14:00:00+02:00,Amsterdam-Stadhouderskade,PM25,21.1,4
2017-05-03 14:00:00+02:00,Amsterdam-Stadhouderskade,PM10,25.8,3
2017-05-03 14:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.86,1
2017-05-03 14:00:00+02:00,Amsterdam-Stadhouderskade,NO,27.5,3
2017-05-03 15:00:00+02:00,Amsterdam-Stadhouderskade,NO2,30.6,4
2017-05-03 15:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.87,1
2017-05-03 15:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.79,1
2017-05-03 15:00:00+02:00,Amsterdam-Stadhouderskade,PM25,21.8,4
2017-05-03 15:00:00+02:00,Amsterdam-Stadhouderskade,PM10,30.0,4
2017-05-03 15:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.86,1
2017-05-03 15:00:00+02:00,Amsterdam-Stadhouderskade,NO,31.1,3
2017-05-03 16:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,5.9,4
2017-05-03 16:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,14.82,5
2017-05-03 16:00:00+02:00,Amsterdam-Stadhouderskade,NO2,27.0,3
2017-05-03 16:00:00+02:00,Amsterdam-Stadhouderskade,PM25,19.2,3
2017-05-03 16:00:00+02:00,Amsterdam-Stadhouderskade,PM10,28.6,3
2017-05-03 16:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,18.53,6
2017-05-03 16:00:00+02:00,Amsterdam-Stadhouderskade,NO,26.9,3
2017-05-03 17:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.38,2
2017-05-03 17:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.71,1
2017-05-03 17:00:00+02:00,Amsterdam-Stadhouderskade,NO2,30.7,4
2017-05-03 17:00:00+02:00,Amsterdam-Stadhouderskade,PM25,18.1,3
2017-05-03 17:00:00+02:00,Amsterdam-Stadhouderskade,PM10,18.2,2
2017-05-03 17:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.37,1
2017-05-03 17:00:00+02:00,Amsterdam-Stadhouderskade,NO,22.4,2
2017-05-03 18:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.5,2
2017-05-03 18:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.02,1
2017-05-03 18:00:00+02:00,Amsterdam-Stadhouderskade,NO2,28.5,3
2017-05-03 18:00:00+02:00,Amsterdam-Stadhouderskade,PM25,14.8,2
2017-05-03 18:00:00+02:00,Amsterdam-Stadhouderskade,PM10,18.1,2
2017-05-03 18:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.2,1
2017-05-03 18:00:00+02:00,Amsterdam-Stadhouderskade,NO,16.9,2
2017-05-03 19:00:00+02:00,Amsterdam-Stadhouderskade,PM25,20.1,4
2017-05-03 19:00:00+02:00,Amsterdam-Stadhouderskade,NO2,38.0,4
2017-05-03 19:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.1,1
2017-05-03 19:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.75,2
2017-05-03 19:00:00+02:00,Amsterdam-Stadhouderskade,PM10,24.0,3
2017-05-03 19:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.13,1
2017-05-03 19:00:00+02:00,Amsterdam-Stadhouderskade,NO,26.4,3
2017-05-03 20:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.27,1
2017-05-03 20:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.76,2
2017-05-03 20:00:00+02:00,Amsterdam-Stadhouderskade,NO2,27.1,3
2017-05-03 20:00:00+02:00,Amsterdam-Stadhouderskade,PM25,18.1,3
2017-05-03 20:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.8,2
2017-05-03 20:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.11,1
2017-05-03 20:00:00+02:00,Amsterdam-Stadhouderskade,NO,13.3,2
2017-05-03 21:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.68,1
2017-05-03 21:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.11,2
2017-05-03 21:00:00+02:00,Amsterdam-Stadhouderskade,NO2,31.9,4
2017-05-03 21:00:00+02:00,Amsterdam-Stadhouderskade,PM25,17.8,3
2017-05-03 21:00:00+02:00,Amsterdam-Stadhouderskade,PM10,18.4,2
2017-05-03 21:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.05,1
2017-05-03 21:00:00+02:00,Amsterdam-Stadhouderskade,NO,14.4,2
2017-05-03 22:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.42,1
2017-05-03 22:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.01,2
2017-05-03 22:00:00+02:00,Amsterdam-Stadhouderskade,NO2,55.5,5
2017-05-03 22:00:00+02:00,Amsterdam-Stadhouderskade,PM25,18.1,3
2017-05-03 22:00:00+02:00,Amsterdam-Stadhouderskade,PM10,24.5,3
2017-05-03 22:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.18,1
2017-05-03 22:00:00+02:00,Amsterdam-Stadhouderskade,NO,27.9,3
2017-05-03 23:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,4.17,3
2017-05-03 23:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,7.14,4
2017-05-03 23:00:00+02:00,Amsterdam-Stadhouderskade,NO2,52.1,5
2017-05-03 23:00:00+02:00,Amsterdam-Stadhouderskade,PM25,16.2,3
2017-05-03 23:00:00+02:00,Amsterdam-Stadhouderskade,PM10,23.8,3
2017-05-03 23:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.74,1
2017-05-03 23:00:00+02:00,Amsterdam-Stadhouderskade,NO,26.5,3
2017-05-04 00:00:00+02:00,Amsterdam-Stadhouderskade,NO,7.4,1
2017-05-04 00:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.77,1
2017-05-04 00:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.63,2
2017-05-04 00:00:00+02:00,Amsterdam-Stadhouderskade,NO2,20.5,3
2017-05-04 00:00:00+02:00,Amsterdam-Stadhouderskade,PM25,22.6,4
2017-05-04 00:00:00+02:00,Amsterdam-Stadhouderskade,PM10,20.9,3
2017-05-04 00:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.13,1
2017-05-04 01:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.7,1
2017-05-04 01:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.0,1
2017-05-04 01:00:00+02:00,Amsterdam-Stadhouderskade,PM25,12.9,2
2017-05-04 01:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.79,1
2017-05-04 01:00:00+02:00,Amsterdam-Stadhouderskade,NO,1.0,1
2017-05-04 01:00:00+02:00,Amsterdam-Stadhouderskade,PM10,12.1,2
2017-05-04 01:00:00+02:00,Amsterdam-Stadhouderskade,NO2,20.3,3
2017-05-04 02:00:00+02:00,Amsterdam-Stadhouderskade,PM10,11.6,2
2017-05-04 02:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.5,1
2017-05-04 02:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.43,1
2017-05-04 02:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.8,2
2017-05-04 02:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.19,2
2017-05-04 02:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.75,1
2017-05-04 02:00:00+02:00,Amsterdam-Stadhouderskade,NO,8.6,1
2017-05-04 02:00:00+02:00,Amsterdam-Stadhouderskade,NO2,38.3,4
2017-05-04 03:00:00+02:00,Amsterdam-Stadhouderskade,PM10,11.1,2
2017-05-04 03:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.53,1
2017-05-04 03:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.36,1
2017-05-04 03:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.9,2
2017-05-04 03:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.21,2
2017-05-04 03:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.78,1
2017-05-04 03:00:00+02:00,Amsterdam-Stadhouderskade,NO,5.6,1
2017-05-04 03:00:00+02:00,Amsterdam-Stadhouderskade,NO2,23.2,3
2017-05-04 04:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.19,1
2017-05-04 04:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.42,1
2017-05-04 04:00:00+02:00,Amsterdam-Stadhouderskade,NO2,11.0,2
2017-05-04 04:00:00+02:00,Amsterdam-Stadhouderskade,PM25,13.3,2
2017-05-04 04:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.7,2
2017-05-04 04:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.71,1
2017-05-04 04:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.45,1
2017-05-04 04:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.0,1
2017-05-04 05:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.12,1
2017-05-04 05:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.25,1
2017-05-04 05:00:00+02:00,Amsterdam-Stadhouderskade,NO2,10.9,2
2017-05-04 05:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.3,2
2017-05-04 05:00:00+02:00,Amsterdam-Stadhouderskade,PM10,8.6,1
2017-05-04 05:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.6,1
2017-05-04 05:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.34,1
2017-05-04 05:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.1,1
2017-05-04 06:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.12,1
2017-05-04 06:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.24,1
2017-05-04 06:00:00+02:00,Amsterdam-Stadhouderskade,NO2,12.5,2
2017-05-04 06:00:00+02:00,Amsterdam-Stadhouderskade,PM25,9.1,1
2017-05-04 06:00:00+02:00,Amsterdam-Stadhouderskade,PM10,8.8,1
2017-05-04 06:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.49,1
2017-05-04 06:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.31,1
2017-05-04 06:00:00+02:00,Amsterdam-Stadhouderskade,NO,6.0,1
2017-05-04 07:00:00+02:00,Amsterdam-Stadhouderskade,NO2,20.5,3
2017-05-04 07:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.17,1
2017-05-04 07:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.42,1
2017-05-04 07:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.3,2
2017-05-04 07:00:00+02:00,Amsterdam-Stadhouderskade,PM10,9.1,1
2017-05-04 07:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.64,1
2017-05-04 07:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.34,1
2017-05-04 07:00:00+02:00,Amsterdam-Stadhouderskade,NO,8.9,1
2017-05-04 08:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.2,1
2017-05-04 08:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.32,1
2017-05-04 08:00:00+02:00,Amsterdam-Stadhouderskade,NO2,26.6,3
2017-05-04 08:00:00+02:00,Amsterdam-Stadhouderskade,PM25,12.2,2
2017-05-04 08:00:00+02:00,Amsterdam-Stadhouderskade,PM10,7.9,1
2017-05-04 08:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.82,1
2017-05-04 08:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.32,1
2017-05-04 08:00:00+02:00,Amsterdam-Stadhouderskade,NO,17.3,2
2017-05-04 09:00:00+02:00,Amsterdam-Stadhouderskade,NO,23.5,2
2017-05-04 09:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,2.89,2
2017-05-04 09:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,4.57,3
2017-05-04 09:00:00+02:00,Amsterdam-Stadhouderskade,NO2,29.0,3
2017-05-04 09:00:00+02:00,Amsterdam-Stadhouderskade,PM25,9.7,1
2017-05-04 09:00:00+02:00,Amsterdam-Stadhouderskade,PM10,7.8,1
2017-05-04 09:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.85,1
2017-05-04 09:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.09,1
2017-05-04 10:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.5,1
2017-05-04 10:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.83,2
2017-05-04 10:00:00+02:00,Amsterdam-Stadhouderskade,NO2,32.2,4
2017-05-04 10:00:00+02:00,Amsterdam-Stadhouderskade,PM25,8.3,1
2017-05-04 10:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.7,2
2017-05-04 10:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.05,2
2017-05-04 10:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.77,1
2017-05-04 10:00:00+02:00,Amsterdam-Stadhouderskade,NO,31.4,3
2017-05-04 11:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,5.14,4
2017-05-04 11:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,2.56,2
2017-05-04 11:00:00+02:00,Amsterdam-Stadhouderskade,NO2,27.6,3
2017-05-04 11:00:00+02:00,Amsterdam-Stadhouderskade,PM25,9.9,1
2017-05-04 11:00:00+02:00,Amsterdam-Stadhouderskade,PM10,14.6,2
2017-05-04 11:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.85,1
2017-05-04 11:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.17,1
2017-05-04 11:00:00+02:00,Amsterdam-Stadhouderskade,NO,26.9,3
2017-05-04 12:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.91,1
2017-05-04 12:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.55,1
2017-05-04 12:00:00+02:00,Amsterdam-Stadhouderskade,NO2,25.0,3
2017-05-04 12:00:00+02:00,Amsterdam-Stadhouderskade,PM25,9.3,1
2017-05-04 12:00:00+02:00,Amsterdam-Stadhouderskade,PM10,12.3,2
2017-05-04 12:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.17,2
2017-05-04 12:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.61,1
2017-05-04 12:00:00+02:00,Amsterdam-Stadhouderskade,NO,20.9,2
2017-05-04 13:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.36,1
2017-05-04 13:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.57,1
2017-05-04 13:00:00+02:00,Amsterdam-Stadhouderskade,NO2,28.4,3
2017-05-04 13:00:00+02:00,Amsterdam-Stadhouderskade,PM25,9.3,1
2017-05-04 13:00:00+02:00,Amsterdam-Stadhouderskade,PM10,14.2,2
2017-05-04 13:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.25,2
2017-05-04 13:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.39,1
2017-05-04 13:00:00+02:00,Amsterdam-Stadhouderskade,NO,29.3,3
2017-05-04 14:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,4.52,3
2017-05-04 14:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.99,1
2017-05-04 14:00:00+02:00,Amsterdam-Stadhouderskade,NO2,27.2,3
2017-05-04 14:00:00+02:00,Amsterdam-Stadhouderskade,PM25,9.4,1
2017-05-04 14:00:00+02:00,Amsterdam-Stadhouderskade,PM10,9.5,1
2017-05-04 14:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.58,2
2017-05-04 14:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.06,1
2017-05-04 14:00:00+02:00,Amsterdam-Stadhouderskade,NO,29.3,3
2017-05-04 15:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.78,1
