DateTime,Location,Pollutant,Concentration,AQI
2017-05-04 15:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.13,1
2017-05-04 15:00:00+02:00,Amsterdam-Stadhouderskade,NO2,26.9,3
2017-05-04 15:00:00+02:00,Amsterdam-Stadhouderskade,PM25,8.7,1
2017-05-04 15:00:00+02:00,Amsterdam-Stadhouderskade,PM10,12.2,2
2017-05-04 15:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.18,2
2017-05-04 15:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.5,1
2017-05-04 15:00:00+02:00,Amsterdam-Stadhouderskade,NO,24.5,2
2017-05-04 16:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.54,1
2017-05-04 16:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.11,1
2017-05-04 16:00:00+02:00,Amsterdam-Stadhouderskade,NO2,26.4,3
2017-05-04 16:00:00+02:00,Amsterdam-Stadhouderskade,PM25,16.6,3
2017-05-04 16:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.7,2
2017-05-04 16:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.3,2
2017-05-04 16:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.71,1
2017-05-04 16:00:00+02:00,Amsterdam-Stadhouderskade,NO,22.4,2
2017-05-04 17:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.95,1
2017-05-04 17:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.67,1
2017-05-04 17:00:00+02:00,Amsterdam-Stadhouderskade,NO2,27.5,3
2017-05-04 17:00:00+02:00,Amsterdam-Stadhouderskade,PM25,8.8,1
2017-05-04 17:00:00+02:00,Amsterdam-Stadhouderskade,PM10,14.2,2
2017-05-04 17:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.24,2
2017-05-04 17:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.65,1
2017-05-04 17:00:00+02:00,Amsterdam-Stadhouderskade,NO,20.6,2
2017-05-04 18:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.48,1
2017-05-04 18:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.0,1
2017-05-04 18:00:00+02:00,Amsterdam-Stadhouderskade,NO2,25.8,3
2017-05-04 18:00:00+02:00,Amsterdam-Stadhouderskade,PM25,8.3,1
2017-05-04 18:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.3,2
2017-05-04 18:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.14,2
2017-05-04 18:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.56,1
2017-05-04 18:00:00+02:00,Amsterdam-Stadhouderskade,NO,15.7,2
2017-05-04 19:00:00+02:00,Amsterdam-Stadhouderskade,PM25,8.4,1
2017-05-04 19:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.05,1
2017-05-04 19:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.46,2
2017-05-04 19:00:00+02:00,Amsterdam-Stadhouderskade,NO2,23.7,3
2017-05-04 19:00:00+02:00,Amsterdam-Stadhouderskade,PM10,10.0,2
2017-05-04 19:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.06,2
2017-05-04 19:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.24,1
2017-05-04 19:00:00+02:00,Amsterdam-Stadhouderskade,NO,11.4,2
2017-05-04 20:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.64,1
2017-05-04 20:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.77,1
2017-05-04 20:00:00+02:00,Amsterdam-Stadhouderskade,NO2,21.2,3
2017-05-04 20:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.5,2
2017-05-04 20:00:00+02:00,Amsterdam-Stadhouderskade,PM10,10.4,2
2017-05-04 20:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.79,1
2017-05-04 20:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.66,1
2017-05-04 20:00:00+02:00,Amsterdam-Stadhouderskade,NO,7.5,1
2017-05-04 21:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.35,1
2017-05-04 21:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.85,1
2017-05-04 21:00:00+02:00,Amsterdam-Stadhouderskade,NO2,21.9,3
2017-05-04 21:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.7,2
2017-05-04 21:00:00+02:00,Amsterdam-Stadhouderskade,PM10,10.5,2
2017-05-04 21:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.8,1
2017-05-04 21:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.49,1
2017-05-04 21:00:00+02:00,Amsterdam-Stadhouderskade,NO,11.6,2
2017-05-04 22:00:00+02:00,Amsterdam-Stadhouderskade,PM10,10.6,2
2017-05-04 22:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.46,1
2017-05-04 22:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.21,1
2017-05-04 22:00:00+02:00,Amsterdam-Stadhouderskade,NO2,25.2,3
2017-05-04 22:00:00+02:00,Amsterdam-Stadhouderskade,PM25,6.4,1
2017-05-04 22:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.87,1
2017-05-04 22:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.5,1
2017-05-04 22:00:00+02:00,Amsterdam-Stadhouderskade,NO,16.8,2
2017-05-04 23:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.86,1
2017-05-04 23:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.73,2
2017-05-04 23:00:00+02:00,Amsterdam-Stadhouderskade,NO2,25.9,3
2017-05-04 23:00:00+02:00,Amsterdam-Stadhouderskade,PM25,6.0,1
2017-05-04 23:00:00+02:00,Amsterdam-Stadhouderskade,PM10,17.5,2
2017-05-04 23:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.95,1
2017-05-04 23:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.06,1
2017-05-04 23:00:00+02:00,Amsterdam-Stadhouderskade,NO,12.9,2
2017-05-05 00:00:00+02:00,Amsterdam-Stadhouderskade,NO,9.4,1
2017-05-05 00:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.52,1
2017-05-05 00:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.19,1
2017-05-05 00:00:00+02:00,Amsterdam-Stadhouderskade,NO2,14.4,2
2017-05-05 00:00:00+02:00,Amsterdam-Stadhouderskade,PM25,6.7,1
2017-05-05 00:00:00+02:00,Amsterdam-Stadhouderskade,PM10,8.1,1
2017-05-05 00:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.76,1
2017-05-05 00:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.59,1
2017-05-05 01:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.17,1
2017-05-05 01:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.44,1
2017-05-05 01:00:00+02:00,Amsterdam-Stadhouderskade,NO2,10.1,2
2017-05-05 01:00:00+02:00,Amsterdam-Stadhouderskade,PM25,3.6,1
2017-05-05 01:00:00+02:00,Amsterdam-Stadhouderskade,PM10,8.6,1
2017-05-05 01:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.52,1
2017-05-05 01:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.34,1
2017-05-05 01:00:00+02:00,Amsterdam-Stadhouderskade,NO,5.2,1
2017-05-05 02:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.16,1
2017-05-05 02:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.42,1
2017-05-05 02:00:00+02:00,Amsterdam-Stadhouderskade,NO2,13.2,2
2017-05-05 02:00:00+02:00,Amsterdam-Stadhouderskade,PM25,3.3,1
2017-05-05 02:00:00+02:00,Amsterdam-Stadhouderskade,PM10,6.1,1
2017-05-05 02:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.89,1
2017-05-05 02:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.3,1
2017-05-05 02:00:00+02:00,Amsterdam-Stadhouderskade,NO,5.9,1
2017-05-05 03:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.68,1
2017-05-05 03:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.13,1
2017-05-05 03:00:00+02:00,Amsterdam-Stadhouderskade,NO2,12.4,2
2017-05-05 03:00:00+02:00,Amsterdam-Stadhouderskade,PM25,3.9,1
2017-05-05 03:00:00+02:00,Amsterdam-Stadhouderskade,PM10,6.0,1
2017-05-05 03:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.71,1
2017-05-05 03:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.55,1
2017-05-05 03:00:00+02:00,Amsterdam-Stadhouderskade,NO,7.3,1
2017-05-05 04:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.16,1
2017-05-05 04:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.4,1
2017-05-05 04:00:00+02:00,Amsterdam-Stadhouderskade,NO2,15.6,2
2017-05-05 04:00:00+02:00,Amsterdam-Stadhouderskade,PM25,5.4,1
2017-05-05 04:00:00+02:00,Amsterdam-Stadhouderskade,PM10,10.1,2
2017-05-05 04:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.15,2
2017-05-05 04:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.33,1
2017-05-05 04:00:00+02:00,Amsterdam-Stadhouderskade,NO,7.3,1
2017-05-05 05:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.26,1
2017-05-05 05:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.11,1
2017-05-05 05:00:00+02:00,Amsterdam-Stadhouderskade,NO2,16.1,2
2017-05-05 05:00:00+02:00,Amsterdam-Stadhouderskade,PM25,6.0,1
2017-05-05 05:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.5,2
2017-05-05 05:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.82,1
2017-05-05 05:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.32,1
2017-05-05 05:00:00+02:00,Amsterdam-Stadhouderskade,NO,9.4,1
2017-05-05 06:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.12,1
2017-05-05 06:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.32,1
2017-05-05 06:00:00+02:00,Amsterdam-Stadhouderskade,NO2,10.7,2
2017-05-05 06:00:00+02:00,Amsterdam-Stadhouderskade,PM25,5.6,1
2017-05-05 06:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.2,2
2017-05-05 06:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.55,1
2017-05-05 06:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.33,1
2017-05-05 06:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.2,1
2017-05-05 07:00:00+02:00,Amsterdam-Stadhouderskade,NO,8.7,1
2017-05-05 07:00:00+02:00,Amsterdam-Stadhouderskade,NO2,17.8,2
2017-05-05 07:00:00+02:00,Amsterdam-Stadhouderskade,PM25,5.9,1
2017-05-05 07:00:00+02:00,Amsterdam-Stadhouderskade,PM10,7.4,1
2017-05-05 07:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.83,1
2017-05-05 08:00:00+02:00,Amsterdam-Stadhouderskade,NO2,21.3,3
2017-05-05 08:00:00+02:00,Amsterdam-Stadhouderskade,PM25,6.1,1
2017-05-05 08:00:00+02:00,Amsterdam-Stadhouderskade,PM10,8.6,1
2017-05-05 08:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.73,1
2017-05-05 08:00:00+02:00,Amsterdam-Stadhouderskade,NO,14.5,2
2017-05-05 09:00:00+02:00,Amsterdam-Stadhouderskade,NO2,24.8,3
2017-05-05 09:00:00+02:00,Amsterdam-Stadhouderskade,PM25,5.8,1
2017-05-05 09:00:00+02:00,Amsterdam-Stadhouderskade,PM10,10.3,2
2017-05-05 09:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.69,1
2017-05-05 09:00:00+02:00,Amsterdam-Stadhouderskade,NO,11.6,2
2017-05-05 10:00:00+02:00,Amsterdam-Stadhouderskade,NO2,27.4,3
2017-05-05 10:00:00+02:00,Amsterdam-Stadhouderskade,PM25,6.1,1
2017-05-05 10:00:00+02:00,Amsterdam-Stadhouderskade,PM10,10.3,2
2017-05-05 10:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.79,1
2017-05-05 10:00:00+02:00,Amsterdam-Stadhouderskade,NO,15.6,2
2017-05-05 11:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.94,1
2017-05-05 11:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.96,1
2017-05-05 11:00:00+02:00,Amsterdam-Stadhouderskade,NO2,31.5,4
2017-05-05 11:00:00+02:00,Amsterdam-Stadhouderskade,PM25,6.2,1
2017-05-05 11:00:00+02:00,Amsterdam-Stadhouderskade,PM10,12.6,2
2017-05-05 11:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.91,1
2017-05-05 11:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.01,1
2017-05-05 11:00:00+02:00,Amsterdam-Stadhouderskade,NO,17.5,2
2017-05-05 12:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.61,1
2017-05-05 12:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.23,1
2017-05-05 12:00:00+02:00,Amsterdam-Stadhouderskade,NO2,38.9,4
2017-05-05 12:00:00+02:00,Amsterdam-Stadhouderskade,PM25,5.3,1
2017-05-05 12:00:00+02:00,Amsterdam-Stadhouderskade,PM10,14.7,2
2017-05-05 12:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.21,2
2017-05-05 12:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.64,1
2017-05-05 12:00:00+02:00,Amsterdam-Stadhouderskade,NO,29.2,3
2017-05-05 13:00:00+02:00,Amsterdam-Stadhouderskade,PM25,7.2,1
2017-05-05 13:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.66,1
2017-05-05 13:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.28,2
2017-05-05 13:00:00+02:00,Amsterdam-Stadhouderskade,NO2,38.9,4
2017-05-05 13:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.3,2
2017-05-05 13:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.5,2
2017-05-05 13:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.27,1
2017-05-05 13:00:00+02:00,Amsterdam-Stadhouderskade,NO,30.5,3
2017-05-05 14:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,2.06,2
2017-05-05 14:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,3.47,2
2017-05-05 14:00:00+02:00,Amsterdam-Stadhouderskade,NO2,32.7,4
2017-05-05 14:00:00+02:00,Amsterdam-Stadhouderskade,PM25,9.3,1
2017-05-05 14:00:00+02:00,Amsterdam-Stadhouderskade,PM10,16.4,2
2017-05-05 14:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.22,2
2017-05-05 14:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.07,1
2017-05-05 14:00:00+02:00,Amsterdam-Stadhouderskade,NO,22.8,2
2017-05-05 15:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.1,1
2017-05-05 15:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.09,2
2017-05-05 15:00:00+02:00,Amsterdam-Stadhouderskade,NO2,33.1,4
2017-05-05 15:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.8,2
2017-05-05 15:00:00+02:00,Amsterdam-Stadhouderskade,PM10,18.8,2
2017-05-05 15:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.42,2
2017-05-05 15:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.82,1
2017-05-05 15:00:00+02:00,Amsterdam-Stadhouderskade,NO,25.0,3
2017-05-05 16:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.68,1
2017-05-05 16:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.42,1
2017-05-05 16:00:00+02:00,Amsterdam-Stadhouderskade,NO2,30.5,4
2017-05-05 16:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.1,2
2017-05-05 16:00:00+02:00,Amsterdam-Stadhouderskade,PM10,17.7,2
2017-05-05 16:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.38,2
2017-05-05 16:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.65,1
2017-05-05 16:00:00+02:00,Amsterdam-Stadhouderskade,NO,23.2,2
2017-05-05 17:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,14.34,5
2017-05-05 17:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,21.6,6
2017-05-05 17:00:00+02:00,Amsterdam-Stadhouderskade,NO2,37.3,4
2017-05-05 17:00:00+02:00,Amsterdam-Stadhouderskade,PM25,9.1,1
2017-05-05 17:00:00+02:00,Amsterdam-Stadhouderskade,PM10,21.2,3
2017-05-05 17:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.91,2
2017-05-05 17:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,2.22,2
2017-05-05 17:00:00+02:00,Amsterdam-Stadhouderskade,NO,33.0,3
2017-05-05 18:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,3.72,2
2017-05-05 18:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,5.04,4
2017-05-05 18:00:00+02:00,Amsterdam-Stadhouderskade,NO2,32.1,4
2017-05-05 18:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.4,2
2017-05-05 18:00:00+02:00,Amsterdam-Stadhouderskade,PM10,17.4,2
2017-05-05 18:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.36,2
2017-05-05 18:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,1.35,1
2017-05-05 18:00:00+02:00,Amsterdam-Stadhouderskade,NO,17.3,2
2017-05-05 19:00:00+02:00,Amsterdam-Stadhouderskade,NO,11.9,2
2017-05-05 19:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.84,1
2017-05-05 19:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.44,1
2017-05-05 19:00:00+02:00,Amsterdam-Stadhouderskade,NO2,28.0,3
2017-05-05 19:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.3,2
2017-05-05 19:00:00+02:00,Amsterdam-Stadhouderskade,PM10,14.6,2
2017-05-05 19:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.2,2
2017-05-05 19:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.57,1
2017-05-05 20:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.74,1
2017-05-05 20:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.6,1
2017-05-05 20:00:00+02:00,Amsterdam-Stadhouderskade,NO2,25.8,3
2017-05-05 20:00:00+02:00,Amsterdam-Stadhouderskade,PM25,11.5,2
2017-05-05 20:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.3,2
2017-05-05 20:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.14,2
2017-05-05 20:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.64,1
2017-05-05 20:00:00+02:00,Amsterdam-Stadhouderskade,NO,7.1,1
2017-05-05 21:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.48,1
2017-05-05 21:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.28,1
2017-05-05 21:00:00+02:00,Amsterdam-Stadhouderskade,NO2,24.8,3
2017-05-05 21:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.9,2
2017-05-05 21:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.5,2
2017-05-05 21:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.86,1
2017-05-05 21:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.63,1
2017-05-05 21:00:00+02:00,Amsterdam-Stadhouderskade,NO,7.5,1
2017-05-05 22:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,1.3,1
2017-05-05 22:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,2.21,2
2017-05-05 22:00:00+02:00,Amsterdam-Stadhouderskade,NO2,22.7,3
2017-05-05 22:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.4,2
2017-05-05 22:00:00+02:00,Amsterdam-Stadhouderskade,PM10,13.1,2
2017-05-05 22:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.91,1
2017-05-05 22:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.91,1
2017-05-05 22:00:00+02:00,Amsterdam-Stadhouderskade,NO,5.5,1
2017-05-05 23:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.62,1
2017-05-05 23:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.34,1
2017-05-05 23:00:00+02:00,Amsterdam-Stadhouderskade,NO2,22.3,3
2017-05-05 23:00:00+02:00,Amsterdam-Stadhouderskade,PM25,9.4,1
2017-05-05 23:00:00+02:00,Amsterdam-Stadhouderskade,PM10,7.2,1
2017-05-05 23:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.84,1
2017-05-05 23:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.65,1
2017-05-05 23:00:00+02:00,Amsterdam-Stadhouderskade,NO,4.1,1
2017-05-06 00:00:00+02:00,Amsterdam-Stadhouderskade,NO,1.9,1
2017-05-06 00:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.51,1
2017-05-06 00:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.32,1
2017-05-06 00:00:00+02:00,Amsterdam-Stadhouderskade,NO2,19.4,2
2017-05-06 00:00:00+02:00,Amsterdam-Stadhouderskade,PM25,10.0,2
2017-05-06 00:00:00+02:00,Amsterdam-Stadhouderskade,PM10,16.7,2
2017-05-06 00:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.87,1
2017-05-06 00:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.73,1
2017-05-06 01:00:00+02:00,Amsterdam-Stadhouderskade,NO2,19.5,2
2017-05-06 01:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.34,1
2017-05-06 01:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.85,1
2017-05-06 01:00:00+02:00,Amsterdam-Stadhouderskade,PM25,12.6,2
2017-05-06 01:00:00+02:00,Amsterdam-Stadhouderskade,PM10,18.2,2
2017-05-06 01:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.87,1
2017-05-06 01:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.55,1
2017-05-06 01:00:00+02:00,Amsterdam-Stadhouderskade,NO,4.3,1
2017-05-06 02:00:00+02:00,Amsterdam-Stadhouderskade,NOx,19.3,
2017-05-06 02:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.29,1
2017-05-06 02:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.76,1
2017-05-06 02:00:00+02:00,Amsterdam-Stadhouderskade,NO2,19.2,2
2017-05-06 02:00:00+02:00,Amsterdam-Stadhouderskade,PM25,13.9,2
2017-05-06 02:00:00+02:00,Amsterdam-Stadhouderskade,PM10,17.4,2
2017-05-06 02:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.89,1
2017-05-06 02:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.55,1
2017-05-06 02:00:00+02:00,Amsterdam-Stadhouderskade,NO,6.7,1
2017-05-06 03:00:00+02:00,Amsterdam-Stadhouderskade,NOx,18.8,
2017-05-06 03:00:00+02:00,Amsterdam-Stadhouderskade,NO2,18.1,2
2017-05-06 03:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.27,1
2017-05-06 03:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.75,1
2017-05-06 03:00:00+02:00,Amsterdam-Stadhouderskade,PM25,25.1,4
2017-05-06 03:00:00+02:00,Amsterdam-Stadhouderskade,PM10,19.0,2
2017-05-06 03:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.1,2
2017-05-06 03:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.54,1
2017-05-06 03:00:00+02:00,Amsterdam-Stadhouderskade,NO,6.9,1
2017-05-06 04:00:00+02:00,Amsterdam-Stadhouderskade,NOx,13.8,
2017-05-06 04:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.19,1
2017-05-06 04:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.51,1
2017-05-06 04:00:00+02:00,Amsterdam-Stadhouderskade,NO2,15.0,2
2017-05-06 04:00:00+02:00,Amsterdam-Stadhouderskade,PM25,18.9,3
2017-05-06 04:00:00+02:00,Amsterdam-Stadhouderskade,PM10,25.5,3
2017-05-06 04:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.81,1
2017-05-06 04:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.46,1
2017-05-06 04:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.9,1
2017-05-06 05:00:00+02:00,Amsterdam-Stadhouderskade,NOx,12.9,
2017-05-06 05:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.19,1
2017-05-06 05:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.48,1
2017-05-06 05:00:00+02:00,Amsterdam-Stadhouderskade,NO2,14.5,2
2017-05-06 05:00:00+02:00,Amsterdam-Stadhouderskade,PM25,18.9,3
2017-05-06 05:00:00+02:00,Amsterdam-Stadhouderskade,PM10,23.6,3
2017-05-06 05:00:00+02:00,Amsterdam-Stadhouderskade,FN,1.09,2
2017-05-06 05:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.46,1
2017-05-06 05:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.5,1
2017-05-06 06:00:00+02:00,Amsterdam-Stadhouderskade,NOx,11.5,
2017-05-06 06:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.16,1
2017-05-06 06:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.43,1
2017-05-06 06:00:00+02:00,Amsterdam-Stadhouderskade,NO2,13.0,2
2017-05-06 06:00:00+02:00,Amsterdam-Stadhouderskade,PM25,24.8,4
2017-05-06 06:00:00+02:00,Amsterdam-Stadhouderskade,PM10,24.4,3
2017-05-06 06:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.94,1
2017-05-06 06:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.45,1
2017-05-06 06:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.0,1
2017-05-06 07:00:00+02:00,Amsterdam-Stadhouderskade,NOx,13.0,
2017-05-06 07:00:00+02:00,Amsterdam-Stadhouderskade,C6H6,0.59,1
2017-05-06 07:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.23,1
2017-05-06 07:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,0.63,1
2017-05-06 07:00:00+02:00,Amsterdam-Stadhouderskade,NO2,14.9,2
2017-05-06 07:00:00+02:00,Amsterdam-Stadhouderskade,PM25,25.5,4
2017-05-06 07:00:00+02:00,Amsterdam-Stadhouderskade,PM10,29.7,3
2017-05-06 07:00:00+02:00,Amsterdam-Stadhouderskade,FN,0.97,1
2017-05-06 07:00:00+02:00,Amsterdam-Stadhouderskade,NO,3.2,1
2017-05-06 08:00:00+02:00,Amsterdam-Stadhouderskade,NOx,14.5,
2017-05-06 08:00:00+02:00,Amsterdam-Stadhouderskade,C8H10,0.44,1
2017-05-06 08:00:00+02:00,Amsterdam-Stadhouderskade,C7H8,1.07,1
