Date,Day,Hour,Station,lat,long,Pollutant,Concentration,AQI
  2017-04-30,Sun,19,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.5,1
  2017-04-30,Sun,19,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.3,1
  2017-04-30,Sun,19,Amsterdam-Vondelpark,52.359864,4.866185,CO,124.3,1
  2017-04-30,Sun,19,Amsterdam-Vondelpark,52.359864,4.866185,O3,109.6,7
  2017-04-30,Sun,20,Amsterdam-Vondelpark,52.359864,4.866185,NO2,11.1,2
  2017-04-30,Sun,20,Amsterdam-Vondelpark,52.359864,4.866185,PM25,5.5,1
  2017-04-30,Sun,20,Amsterdam-Vondelpark,52.359864,4.866185,PM10,15.7,2
  2017-04-30,Sun,20,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.54,1
  2017-04-30,Sun,20,Amsterdam-Vondelpark,52.359864,4.866185,O3,106.9,7
  2017-04-30,Sun,20,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.3,1
  2017-04-30,Sun,20,Amsterdam-Vondelpark,52.359864,4.866185,CO,129.1,1
  2017-04-30,Sun,21,Amsterdam-Vondelpark,52.359864,4.866185,NO2,14,2
  2017-04-30,Sun,21,Amsterdam-Vondelpark,52.359864,4.866185,PM25,6,1
  2017-04-30,Sun,21,Amsterdam-Vondelpark,52.359864,4.866185,PM10,12.2,2
  2017-04-30,Sun,21,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.65,1
  2017-04-30,Sun,21,Amsterdam-Vondelpark,52.359864,4.866185,O3,102.1,7
  2017-04-30,Sun,21,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.2,1
  2017-04-30,Sun,21,Amsterdam-Vondelpark,52.359864,4.866185,CO,145.8,1
  2017-04-30,Sun,22,Amsterdam-Vondelpark,52.359864,4.866185,NO2,15,2
  2017-04-30,Sun,22,Amsterdam-Vondelpark,52.359864,4.866185,PM25,8,1
  2017-04-30,Sun,22,Amsterdam-Vondelpark,52.359864,4.866185,PM10,15.2,2
  2017-04-30,Sun,22,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.79,1
  2017-04-30,Sun,22,Amsterdam-Vondelpark,52.359864,4.866185,O3,94,6
  2017-04-30,Sun,22,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.2,1
  2017-04-30,Sun,22,Amsterdam-Vondelpark,52.359864,4.866185,CO,130.4,1
  2017-04-30,Sun,23,Amsterdam-Vondelpark,52.359864,4.866185,NO2,11.5,2
  2017-04-30,Sun,23,Amsterdam-Vondelpark,52.359864,4.866185,PM25,11.2,2
  2017-04-30,Sun,23,Amsterdam-Vondelpark,52.359864,4.866185,PM10,10.5,2
  2017-04-30,Sun,23,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.72,1
  2017-04-30,Sun,23,Amsterdam-Vondelpark,52.359864,4.866185,O3,91.8,6
  2017-04-30,Sun,23,Amsterdam-Vondelpark,52.359864,4.866185,NO,0,1
  2017-04-30,Sun,23,Amsterdam-Vondelpark,52.359864,4.866185,CO,103,1
 2017-05-01,Mon,0,Amsterdam-Vondelpark,52.359864,4.866185,CO,96.4,1
 2017-05-01,Mon,0,Amsterdam-Vondelpark,52.359864,4.866185,NO2,10,2
 2017-05-01,Mon,0,Amsterdam-Vondelpark,52.359864,4.866185,PM25,10.4,2
 2017-05-01,Mon,0,Amsterdam-Vondelpark,52.359864,4.866185,PM10,17.3,2
 2017-05-01,Mon,0,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.64,1
 2017-05-01,Mon,0,Amsterdam-Vondelpark,52.359864,4.866185,O3,92.9,6
 2017-05-01,Mon,0,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.1,1
 2017-05-01,Mon,1,Amsterdam-Vondelpark,52.359864,4.866185,CO,92.6,1
 2017-05-01,Mon,1,Amsterdam-Vondelpark,52.359864,4.866185,PM25,9.7,1
 2017-05-01,Mon,1,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.66,1
 2017-05-01,Mon,1,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.2,1
 2017-05-01,Mon,1,Amsterdam-Vondelpark,52.359864,4.866185,PM10,8.6,1
 2017-05-01,Mon,1,Amsterdam-Vondelpark,52.359864,4.866185,O3,88.9,6
 2017-05-01,Mon,1,Amsterdam-Vondelpark,52.359864,4.866185,NO2,13.8,2
